measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),548,Missouri,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.01188928945329111,0.013255526254099427,0.010570959211536939
2,DALYs (Disability-Adjusted Life Years),548,Missouri,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,408.5992286680891,427.4987297487329,388.9597772484476
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,10881.560937194716,11593.839322806658,9522.207876118382
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.012428994436923432,0.014002223959085024,0.010767142962413283
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,453.2898665513237,482.9610301118591,396.6637105055284
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,10515.49146928377,11040.771862687749,9987.717736452485
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.012011412755335269,0.013414719387568965,0.01068480354366898
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,438.0406223284045,459.92206753671485,416.05531283970333
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,25308.942942443373,26821.24749143709,21431.235908586932
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.012890283419750336,0.014722006189156828,0.010807813014654673
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,401.9142746635572,425.93016451172133,340.3350212978795
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,23619.91716359933,24735.807452423498,22671.37964056243
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.012029287939165885,0.013532560402808893,0.01064064853727163
2,DALYs (Disability-Adjusted Life Years),569,Virginia,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,375.0919940042667,392.8126960129137,360.02890853959497
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,34681.4081260022,37106.75303776632,30679.43795063907
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.009368044512326148,0.010673855670627128,0.007972949817309918
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,313.6601180311666,335.5950397196517,277.46613095310255
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,26949.332443886746,28232.78869652006,25660.449906464775
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.007278637779747487,0.00811243686728156,0.006455703937712151
2,DALYs (Disability-Adjusted Life Years),558,Ohio,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,243.73089940581562,255.33853189369557,232.0741913694143
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,91111.88933951744,97765.14276843383,80955.82143070955
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.01000648599861997,0.011502520068025952,0.008643433801703753
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,300.63500202898757,322.5882385670659,267.1237937936567
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,152765.78928889454,158349.20703600685,147431.5484800851
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.016777262698896407,0.018875404249984712,0.014924258774732314
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,504.0697071014115,522.4928878509263,486.4687166268998
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,4463.980287355776,4956.6625353284635,4130.207991705873
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.017412862934675512,0.02016377049598077,0.015094062234271663
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,548.0677580917531,608.5571056506648,507.0886717126913
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,1050.4998657210729,1138.5800834794932,968.1642686049449
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.004096958092972275,0.00468472272884841,0.003561703787174943
2,DALYs (Disability-Adjusted Life Years),549,Montana,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,128.97572776300828,139.78982737178754,118.8669272715728
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,7781.816689766235,8579.422540090682,7015.153620950579
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.00875909643763216,0.010252006662051222,0.007449793530718906
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,274.60606306051227,302.7521131621124,247.5519270644506
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,2009.0552217627305,2138.1705263390954,1878.7049410093284
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.0022606563230750075,0.0025532804308865914,0.001987500963174029
2,DALYs (Disability-Adjusted Life Years),538,Iowa,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,70.89588034693222,75.45212304501617,66.29605760070933
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,13693.185970982831,14603.939970140374,12075.658815276707
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.012485719769190622,0.014175654685396884,0.010682112550827277
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,426.3327846976305,454.6888071352242,375.97161542135143
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,18487.379232526277,21424.416235974553,17244.866631940266
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.01242980828849343,0.014764005357544867,0.010600462248525287
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,372.56978255167945,431.75887712035546,347.5298543068158
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,9980.417595589872,10530.073057251475,9465.601229313404
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.009099836229861394,0.010174123917562488,0.008081717486752163
2,DALYs (Disability-Adjusted Life Years),559,Oklahoma,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,310.73697786546995,327.85031760182,294.70834176079217
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,8696.568928121971,9154.965571246245,8216.826668371597
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.005845358930803096,0.006599736831607262,0.005112869350638969
2,DALYs (Disability-Adjusted Life Years),570,Washington,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,175.25895659648603,184.49686617269884,165.59087616453488
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,14985.761359448707,17634.511063092203,13944.350708199538
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.015867085192916523,0.019112025991055857,0.013517463673526539
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,445.5626322029538,524.3163145614469,414.59899546505824
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,5668.1709130148065,5995.738533181458,5335.578773041532
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.00599915894574269,0.006812943455628539,0.0052386452973351
2,DALYs (Disability-Adjusted Life Years),528,Colorado,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,168.52831772786297,178.26768882587425,158.63955560347003
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,9004.015390631945,9662.417958422038,7895.309646239233
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.011453698066186431,0.013206134951442806,0.0097761750910793
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,356.34802252126883,382.4053361614733,312.46925483464616
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,5069.496759095208,5362.620298540943,4781.380192389135
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.006447580668207084,0.007276132611623783,0.005680269327007546
2,DALYs (Disability-Adjusted Life Years),539,Kansas,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,200.63328047629727,212.23410400938474,189.2306157376136
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,9259.731360752901,10515.867670448415,8620.743552161577
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.023005008655688417,0.026848495166536198,0.020000169155800565
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,758.0582341394876,860.8932339540875,705.7467846010616
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,4554.794488965556,4857.971061206635,4262.440590284005
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.011313687148904275,0.0126726860379847,0.010020409102325217
2,DALYs (Disability-Adjusted Life Years),551,Nevada,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,372.883330266803,397.703218450562,348.9494523232521
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,33801.294042079455,35162.71506434568,32363.737538774
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.022421976110939056,0.024943071281962735,0.0199081129070536
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,783.678713425663,815.2430870804726,750.3491483035529
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,1694.0900889087882,2320.8935254097637,1479.7856927479954
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.0049564421066478,0.006929078769727622,0.00409632638264606
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,165.73495268844647,227.05591700644138,144.76928551928597
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,1616.47369997884,1755.3075085478565,1480.426985004545
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.0047277984391984685,0.00536353600835885,0.004082938918327686
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,158.1416442620693,171.72392943414297,144.83202394299468
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1991,1514.7320103176837,2082.8390995291084,1319.713047380477
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1991,0.0044808723225775405,0.006246698192200856,0.003692602961489574
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1991,147.3449727061522,202.60737092831215,128.37457822354114
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1991,1624.126625591492,1755.0898754847267,1483.7478153061609
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1991,0.004802764802656235,0.0054829817146364295,0.0041817575807017475
2,DALYs (Disability-Adjusted Life Years),562,Rhode Island,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1991,157.98629175924236,170.72569143495167,144.33099707402863
2,DALYs (Disability-Adjusted Life Years),531,District of Columbia,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,1099.4325631945924,1355.6571702484869,931.4292348426419
2,DALYs (Disability-Adjusted Life Years),531,District of Columbia,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.003469067894657253,0.0043171544400453475,0.002868000788179436
2,DALYs (Disability-Adjusted Life Years),531,District of Columbia,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,175.87129928844251,216.8584012361075,148.99655987178718
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,2716.1667730734644,2943.1941364361255,2507.137269939876
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.020210073310212965,0.023279546210791282,0.017492234024735445
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,587.3804503480671,636.4759021646738,542.1770979973177
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,592.6410906835088,645.20938882614,541.6835414387257
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.00440913024918992,0.005029330073172262,0.0037936289410635702
2,DALYs (Disability-Adjusted Life Years),573,Wyoming,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,128.16068372213823,139.5287598443976,117.14093761495596
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,3718.7246196356646,4136.428492590249,3296.0245730444253
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.01127076437546292,0.013121143494499367,0.009466145334574126
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,329.2820955533122,366.26854135813574,291.8532533107035
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,53714.12216050747,57485.81027675867,49406.98211087792
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.010866325094756869,0.01233255631199296,0.00950877163607745
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,407.0846459580796,435.6692389796383,374.4420091305439
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,60832.61841670869,63172.315619062494,58488.13655196242
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.01230499953653185,0.013744724886543368,0.010926804621293317
2,DALYs (Disability-Adjusted Life Years),532,Florida,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,461.0337828265991,478.765708230186,443.2655957749057
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1991,759.295849112636,827.1650034119566,692.216180815624
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1991,0.002294031577581472,0.002620991333724434,0.001989200735255995
2,DALYs (Disability-Adjusted Life Years),552,New Hampshire,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1991,66.320201481884,72.24818856728182,60.46117153723859
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1991,20118.479410060132,21464.86313158609,17107.834188941382
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1991,0.013274089414278925,0.014991524036489573,0.01112235907886733
2,DALYs (Disability-Adjusted Life Years),541,Louisiana,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1991,465.5810353285786,496.7389928581201,395.908805609538
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,12347.673788134618,13963.114800397347,11552.536206122926
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.013330100935724391,0.015541822540764753,0.011566581417010922
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,425.9239121427839,481.64735994232177,398.4962269420612
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,3876.146270309931,4111.102368998279,3634.314032660794
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.004182986620527892,0.004713275417352352,0.00367832875537374
2,DALYs (Disability-Adjusted Life Years),560,Oregon,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,133.70481046191284,141.8094480197426,125.36298555552892
2,DALYs (Disability-Adjusted Life Years),553,New Jersey,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,16398.95639664006,17232.256094562694,15539.049107821671
2,DALYs (Disability-Adjusted Life Years),553,New Jersey,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.006139535147007668,0.006900413244426916,0.0054609353608013516
2,DALYs (Disability-Adjusted Life Years),553,New Jersey,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,208.15972650498696,218.7371945475146,197.24451569945333
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,7974.725723691764,8540.842479107821,6854.519591156728
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.011770801550044214,0.013366641169669964,0.00994512609175139
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,435.72060579103317,466.6519185615183,374.51512843788413
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,4474.702130762421,4764.067828004363,4196.22907438186
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1990,0.006603730545828899,0.007426869075805998,0.005864211409646702
2,DALYs (Disability-Adjusted Life Years),571,West Virginia,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1990,244.48739564269835,260.29766940833144,229.27227063066863
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1991,1800.7317613618134,2036.6508854695564,1616.341811015121
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1991,0.007885758650240078,0.0092105275693827,0.006674436976187054
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1991,261.5819947065963,295.8526153496545,234.79672215769585
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1991,1577.7971627185584,1699.7671016124466,1456.6414353226164
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,725,Physical violence by firearm,2,Percent,1991,0.006908156194340347,0.007789326233505791,0.005993563278445425
2,DALYs (Disability-Adjusted Life Years),530,Delaware,3,Both,22,All Ages,725,Physical violence by firearm,3,Rate,1991,229.19756174801165,246.9154365557373,211.59796278364786
2,DALYs (Disability-Adjusted Life Years),529,Connecticut,3,Both,22,All Ages,721,Self-harm by firearm,1,Number,1990,6371.245781169544,7396.679745867525,5590.45645240231
2,DALYs (Disability-Adjusted Life Years),529,Connecticut,3,Both,22,All Ages,721,Self-harm by firearm,2,Percent,1990,0.0061035000491693175,0.007295947139306733,0.005121112136206708
2,DALYs (Disability-Adjusted Life Years),529,Connecticut,3,Both,22,All Ages,721,Self-harm by firearm,3,Rate,1990,190.43383529089886,221.08362175999713,167.09637327196293
2,DALYs (Disability-Adjusted Life Years),529,Connecticut,3,Both,22,All Ages,725,Physical violence by firearm,1,Number,1990,7837.931463848319,8295.524025105238,7392.942114262121
